Date,Price,Open,High,Low,Volume,ChangeP,Returns,Return_lag1,Return_lag2,Return_lag3,Return_lag5,Return_roll_mean5,Return_roll_std5,Return_roll_mean10,Return_roll_std10,RSI,MACD,MACD_signal,MACD_hist,DayOfWeek,Month,Quarter,Direction,Regime
2020-12-04,102.7,102.9,103.47,102.3,5180000.0,2.6,2.597402597402606,-0.269004682674116,0.1796586485677281,0.8049099506992627,-1.610194606342003,0.6204246281003019,1.1852048729453373,0.9510602456549719,2.3065906302050556,61.2850248993964,0.7517998154187353,-0.14649463695166495,0.8982944523704003,4,12,4,1,1.0
2020-12-07,100.87,102.05,102.1,100.5,1950000.0,-1.78,-1.7818889970788687,2.597402597402606,-0.269004682674116,0.1796586485677281,-0.2108433734939696,0.30621550338332204,1.5972875254930934,0.8679161985741676,2.3960010583875135,55.93340074182801,0.8365196020768764,0.05010821085404332,0.786411391222833,0,12,4,0,0.0
2020-12-08,100.16,101.0,101.05,100.01,2370000.0,-0.7,-0.7038762763953682,-1.7818889970788687,2.597402597402606,-0.269004682674116,0.8049099506992627,0.004458257964395851,1.6218517065658344,0.6821646895330142,2.4429319267004637,53.96446712537592,0.8367243397483293,0.2074314366329005,0.6292929031154287,1,12,4,0,0.0
2020-12-09,101.79,100.17,102.0,100.17,1870000.0,1.63,1.627396166134195,-0.7038762763953682,-1.7818889970788687,2.597402597402606,0.1796586485677281,0.2940057614776892,1.782249654601954,0.18939375402535022,1.4017863274166378,57.65021011197403,0.9573779166732663,0.35742073264097374,0.5999571840322926,2,12,4,1,0.0
2020-12-10,101.83,102.0,102.18,101.1,1280000.0,0.04,0.0392965910207211,1.627396166134195,-0.7038762763953682,-1.7818889970788687,-0.269004682674116,0.3556660162166566,1.7631322547907198,0.0672856017840188,1.3503687488730256,57.73962755850582,1.0441876659258753,0.49477411929795406,0.5494135466279213,3,12,4,1,0.0
2020-12-11,102.77,103.0,103.0,101.51,2910000.0,0.92,0.9231071393498947,0.0392965910207211,1.627396166134195,-0.7038762763953682,2.597402597402606,0.020806924606114396,1.3388889857039947,0.3206157763532086,1.2332518307948952,59.88325466853208,1.1752871826802078,0.6308767319744049,0.544410450705803,4,12,4,1,0.0
2020-12-14,106.18,102.84,106.6,102.83,3530000.0,3.32,3.318088936460067,0.9231071393498947,0.0392965910207211,1.627396166134195,-1.7818889970788687,1.0408025113139014,1.5484585851159411,0.6735090073486122,1.5327988523616822,66.5181818739762,1.5366296851779708,0.8120273226151181,0.7246023625628527,0,12,4,1,1.0
2020-12-15,104.59,106.0,107.0,104.15,2520000.0,-1.5,-1.4974571482388428,3.318088936460067,0.9231071393498947,0.0392965910207211,-0.7038762763953682,0.8820863369452067,1.793306991724786,0.4432722974548017,1.6770009378907162,61.41748051975649,1.6753837291841762,0.9846986039289298,0.6906851252552464,1,12,4,0,0.0
2020-12-16,108.31,106.0,108.9,104.53,4780000.0,3.56,3.5567453867482537,-1.4974571482388428,3.318088936460067,0.9231071393498947,1.627396166134195,1.2679561810680184,2.163194193459455,0.7809809712728543,1.9377747933972718,67.66482243271625,2.0617536072040252,1.200109604583949,0.8616440026200762,2,12,4,1,1.0
2020-12-17,110.08,110.25,111.1,109.0,3520000.0,1.63,1.6341981349829158,3.5567453867482537,-1.4974571482388428,3.318088936460067,0.0392965910207211,1.5869364898604572,2.0514277386781394,0.9713012530385574,1.9165371523712527,70.14212259700687,2.4821658636901844,1.4565208564051961,1.0256450072849883,3,12,4,1,1.0
2020-12-18,110.32,111.0,111.0,109.0,2830000.0,0.22,0.2180232558139488,1.6341981349829158,3.5567453867482537,-1.4974571482388428,0.9231071393498947,1.4459197131532682,2.1311527659494747,0.7333633188796918,1.8383298416895233,70.47245665740272,2.802407194399393,1.7256981240040357,1.0767090703953575,4,12,4,1,1.0
2020-12-21,105.63,109.3,109.3,105.03,3880000.0,-4.25,-4.251269035532993,0.2180232558139488,1.6341981349829158,3.5567453867482537,3.318088936460067,-0.06795188124534395,2.9858480563770136,0.4864253150342793,2.3172155508019947,57.16311443751052,2.6472412034234196,1.9100067398879128,0.7372344635355068,0,12,4,0,0.0
2020-12-22,103.93,105.5,106.58,103.03,2750000.0,-1.61,-1.6093912714190937,-4.251269035532993,0.2180232558139488,1.6341981349829158,-1.4974571482388428,-0.09033870588139412,2.9996332566962334,0.3958738155319067,2.385582265862505,53.23827480270358,2.3598918805399904,1.9999837680183283,0.3599081125216621,1,12,4,0,0.0
2020-12-23,104.37,103.0,105.0,102.69,1820000.0,0.42,0.4233618781872392,-1.6093912714190937,-4.251269035532993,0.2180232558139488,3.5567453867482537,-0.717015407593597,2.2907556705008947,0.27547038673721114,2.3465853007124946,54.116391108560315,2.142967004998397,2.0285804154143423,0.11438658958405457,2,12,4,1,0.0
2020-12-24,105.05,105.8,106.99,104.51,1830000.0,0.65,0.651528216920564,0.4233618781872392,-1.6093912714190937,-4.251269035532993,1.6341981349829158,-0.9135493912060673,2.0701343352279244,0.3366935493271955,2.3477251835000574,55.50696622983076,2.0028353560128096,2.023431403534036,-0.020596047521226346,3,12,4,1,0.0
2020-12-28,105.68,106.0,106.44,105.25,1040000.0,0.6,0.5997144217039597,0.651528216920564,0.4233618781872392,-1.6093912714190937,0.2180232558139488,-0.8372111580280652,2.1285087353775207,0.3043542775626019,2.3409675737211098,56.812859417885846,1.920477678249057,2.0028406584770404,-0.0823629802279835,0,12,4,1,0.0
2020-12-29,103.93,105.82,106.08,103.51,1640000.0,-1.66,-1.6559424678274033,0.5997144217039597,0.651528216920564,0.4233618781872392,-4.251269035532993,-0.3181458444869472,1.203077669396104,-0.19304886286614514,2.150122232328673,52.22727020861911,1.694465507029605,1.9411656281875536,-0.24670012115794848,1,12,4,0,0.0
2020-12-30,104.26,104.01,105.15,103.75,2090000.0,0.32,0.3175214086404294,-1.6559424678274033,0.5997144217039597,0.651528216920564,-1.6093912714190937,0.0672366915249574,0.9725922993742976,-0.011551007178217915,2.103885739308486,52.9976914745923,1.5244050822048933,1.8578135189910217,-0.3334084367861283,2,12,4,1,0.0
2020-12-31,103.77,104.3,104.75,103.12,1310000.0,-0.47,-0.4699788989065884,0.3175214086404294,-1.6559424678274033,0.5997144217039597,0.4233618781872392,-0.11143146389380812,0.9728703686042249,-0.41422343574370213,1.6896082046283896,51.665353421195206,1.3347064008498677,1.7531920953627909,-0.41848569451292317,3,12,4,0,0.0
2021-01-01,110.1,104.0,111.49,103.8,12340000.0,6.1,6.10002891008962,-0.4699788989065884,0.3175214086404294,-1.6559424678274033,0.651528216920564,0.978268674740003,2.993693686683631,0.03235964176696822,2.6233581364544514,64.18975715634807,1.6758290134537788,1.7377194789809887,-0.06189046552720989,4,1,1,1,1.0
2021-01-04,114.41,116.99,116.99,112.8,10340000.0,3.91,3.914623069936424,6.10002891008962,-0.4699788989065884,0.3175214086404294,0.5997144217039597,1.641250404386496,3.2453796966314323,0.40201962317921575,2.8984494808711467,69.90739385071373,2.267810216907492,1.8437376265662895,0.42407259034120237,0,1,1,1,1.0
2021-01-05,111.64,111.75,114.41,111.0,3730000.0,-2.42,-2.4211170352241904,3.914623069936424,6.10002891008962,-0.4699788989065884,-1.6559424678274033,1.4882154909071386,3.4512391780106633,0.5850348232100961,2.6160008527597585,62.95078445746149,2.484800502041807,1.9719502016613932,0.5128503003804139,1,1,1,0,0.0
2021-01-06,113.39,115.0,115.51,112.0,6280000.0,1.57,1.567538516660695,-2.4211170352241904,3.914623069936424,6.10002891008962,0.3175214086404294,1.7382189125111913,3.389965575394336,0.9027278020180749,2.510680817135148,65.30012199487942,2.766091460457119,2.1307784534205383,0.6353130070365807,2,1,1,1,1.0
2021-01-07,112.08,115.0,115.0,110.11,4190000.000000001,-1.16,-1.1553047005908832,1.567538516660695,-2.4211170352241904,3.914623069936424,-0.4699788989065884,1.6011537521743324,3.51318493121885,0.7448611441402626,2.592470952712946,62.124371744086254,2.850452280178999,2.2747132187722308,0.5757390614067681,3,1,1,0,0.0
2021-01-08,113.87,112.48,114.35,111.6,2000000.0,1.6,1.5970735189150664,-1.1553047005908832,1.567538516660695,-2.4211170352241904,6.10002891008962,0.700562673939422,2.5037317625190667,0.839415674339713,2.6058971598738387,64.65390398912562,3.026855175628569,2.4251416101434984,0.6017135654850705,4,1,1,1,1.0
2021-01-11,113.58,116.0,116.2,113.01,2980000.0,-0.25,-0.2546763853517224,1.5970735189150664,-1.1553047005908832,1.567538516660695,3.914623069936424,-0.13329721711820727,1.7450198277020486,0.7539765936341447,2.628537456668704,63.90921741446409,3.1074345931388763,2.561600206742574,0.5458343863963022,0,1,1,0,0.0
2021-01-12,115.68,113.6,116.4,113.26,4050000.0,1.85,1.848917062863188,-0.2546763853517224,1.5970735189150664,-1.1553047005908832,-2.4211170352241904,0.7207096024992683,1.3443206916665233,1.1044625467032039,2.502124945040958,66.88379507490026,3.3026756228903764,2.7098152899721346,0.5928603329182418,1,1,1,1,1.0
2021-01-13,115.89,117.1,118.0,114.67,2970000.0,0.18,0.1815352697095381,1.848917062863188,-0.2546763853517224,1.5970735189150664,1.567538516660695,0.44350895310903704,1.2667064813265383,1.0908639328101146,2.507241342507543,67.17514606498726,3.4347570493578985,2.8548036418492875,0.579953407508611,2,1,1,1,1.0
2021-01-14,113.66,115.5,115.75,113.4,1670000.0,-1.92,-1.9242385020277883,0.1815352697095381,1.848917062863188,-0.2546763853517224,-1.1553047005908832,0.28972219282165595,1.5288845863234595,0.9454379724979948,2.6461598505954127,61.034403474157465,3.321205380073394,2.9480839894941093,0.37312139057928473,3,1,1,0,0.0
2021-01-15,113.58,114.29,114.5,113.46,1160000.0,-0.07,-0.0703853598451507,-1.9242385020277883,0.1815352697095381,1.848917062863188,1.5970735189150664,-0.04376958293038746,1.342979751370813,0.3283965455045177,1.9343142820733885,60.819607718529866,3.1880101362741584,2.9960692188501197,0.19194091742403874,4,1,1,0,0.0
2021-01-18,110.89,112.59,112.9,110.42,1850000.0,-2.37,-2.368374713858072,-0.0703853598451507,-1.9242385020277883,0.1815352697095381,-0.2546763853517224,-0.46650924863165744,1.708811111636513,-0.2999032328749319,1.6376844799277586,53.94498253953712,2.832737393852824,2.9634028538506607,-0.13066545999783674,0,1,1,0,0.0
2021-01-19,112.47,110.0,115.5,109.31,3550000.0,1.42,1.4248354224907551,-2.368374713858072,-0.0703853598451507,-1.9242385020277883,1.848917062863188,-0.5513255767061439,1.5700444479767117,0.08469201289656265,1.5323958911710611,57.0181089108241,2.648147782054309,2.9003518394913903,-0.2522040574370812,1,1,1,1,0.0
2021-01-20,110.1,112.5,112.5,109.55,4160000.0,-2.11,-2.1072285942918154,1.4248354224907551,-2.368374713858072,-0.0703853598451507,0.1815352697095381,-1.0090783495064148,1.6352537608412188,-0.2827846981986884,1.5772488484002516,51.47013145094376,2.2842881399665487,2.777139099586422,-0.49285095961987313,2,1,1,0,0.0
2021-01-21,110.38,110.0,111.5,110.0,1030000.0,0.25,0.2543142597638521,-2.1072285942918154,1.4248354224907551,-2.368374713858072,-1.9242385020277883,-0.5733677971480866,1.6206205449298727,-0.14182280216321486,1.5534158398241849,52.06357834241328,1.9955173304679619,2.62081474576273,-0.6252974152947681,3,1,1,1,0.0
2021-01-22,109.56,110.35,110.85,109.1,1770000.0,-0.74,-0.7428882043848462,0.2543142597638521,-2.1072285942918154,1.4248354224907551,-0.0703853598451507,-0.7078683660560257,1.5961623996046665,-0.3758189744932061,1.434026346355971,50.13021784571009,1.68111835059905,2.4328754667299943,-0.7517571161309444,4,1,1,0,0.0
2021-01-25,108.55,109.8,110.4,108.25,1690000.0,-0.92,-0.921869295363276,-0.7428882043848462,0.2543142597638521,-2.1072285942918154,-2.368374713858072,-0.41856728235706653,1.3286249569718147,-0.4425382654943615,1.4432549958143968,47.77685656520462,1.335066519071006,2.213313677198197,-0.8782471581271909,0,1,1,0,0.0
2021-01-26,108.28,108.7,109.5,107.9,2170000.0,-0.25,-0.2487333026255145,-0.921869295363276,-0.7428882043848462,0.2543142597638521,1.4248354224907551,-0.7532810273803204,0.8848051618926,-0.6523033020432317,1.2061713524242195,47.13976262112293,1.0271903944371132,1.9760890206459802,-0.948898626208867,1,1,1,0,0.0
2021-01-27,108.39,108.5,109.5,107.8,2300000.0,0.1,0.1015884743258214,-0.2487333026255145,-0.921869295363276,-0.7428882043848462,-2.1072285942918154,-0.3115176136567931,0.5131700450449118,-0.6602979815816034,1.200281026371408,47.447227237768665,0.7830459618101315,1.7374804088788105,-0.954434447068679,2,1,1,1,0.0
2021-01-28,106.71,108.0,108.5,106.5,1990000.0,-1.55,-1.5499584832549191,0.1015884743258214,-0.2487333026255145,-0.921869295363276,0.2543142597638521,-0.6723721622605473,0.6355832032074433,-0.6228699797043165,1.1617043272791245,43.304378081875285,0.44882401645497794,1.4797491303940442,-1.0309251139390663,3,1,1,0,0.0
2021-01-29,106.97,106.25,108.8,106.2,4110000.000000001,0.24,0.2436510167744402,-1.5499584832549191,0.1015884743258214,-0.2487333026255145,-0.7428882043848462,-0.47506431802869004,0.7508891493011987,-0.5914663420423574,1.1823596930500635,44.11760554937622,0.20259515309746234,1.224318334934728,-1.0217231818372656,4,1,1,1,0.0
2021-02-01,106.49,107.5,108.09,106.25,2040000.0,-0.45,-0.4487239412919547,0.2436510167744402,-1.5499584832549191,0.1015884743258214,-0.921869295363276,-0.3804352472144258,0.7091586353935432,-0.39950126478574566,1.0042264085148003,42.89435551939696,-0.0309185734999744,0.9732709532477876,-1.004189526747762,0,2,1,0,0.0
2021-02-02,109.1,108.0,110.55,106.7,4180000.0,2.45,2.4509343600338056,-0.4487239412919547,0.2436510167744402,-1.5499584832549191,-0.2487333026255145,0.1594982853174382,1.4623005191727643,-0.2968913710314406,1.2368295991392015,50.87107811285548,-0.00531344677717982,0.7775540732427941,-0.782867520019974,1,2,1,1,0.0
2021-02-03,110.41,111.0,111.2,109.4,3570000.0,1.2,1.2007332722273163,2.4509343600338056,-0.4487239412919547,0.2436510167744402,0.1015884743258214,0.3793272448977372,1.5323579973277368,0.03390481562047256,1.137200493165412,54.32002702656019,0.11930952654439864,0.6459051639031151,-0.5265956373587165,2,2,1,1,0.0
2021-02-04,113.26,114.1,114.99,112.45,7450000.0,2.58,2.5812879268182307,1.2007332722273163,2.4509343600338056,-0.4487239412919547,-1.5499584832549191,1.2055765269123673,1.3328102051322677,0.26660218232591043,1.395951463750817,60.77214547427708,0.442939382832904,0.605312007689073,-0.162372624856169,3,2,1,1,1.0
2021-02-08,113.82,114.5,115.99,113.5,2680000.0,0.49,0.4944375772558609,2.5812879268182307,1.2007332722273163,2.4509343600338056,0.2436510167744402,1.2557338390086514,1.2916434599474131,0.3903347604899811,1.3506321573274334,61.91058164148182,0.7361201604625478,0.631473638243768,0.10464652221877979,0,2,1,1,0.0
2021-02-09,114.36,115.5,115.7,114.2,1830000.0,0.47,0.4744333157617345,0.4944375772558609,2.5812879268182307,1.2007332722273163,-0.4487239412919547,1.4403652904193893,1.025692647561656,0.5299650216024822,1.269649645649461,63.024911497852585,1.0005082892554213,0.7052805684460987,0.2952277208093227,1,2,1,1,0.0
2021-02-10,112.1,114.01,114.24,111.96,1870000.0,-1.98,-1.976215459951036,0.4744333157617345,0.4944375772558609,2.5812879268182307,2.4509343600338056,0.5549353264224208,1.6537854079860381,0.35721680586993,1.4863916812146396,55.68266738253706,1.0159632814520592,0.7674171110472908,0.24854617040476834,2,2,1,0,0.0
2021-02-11,111.39,112.75,113.0,110.01,2180000.0,-0.63,-0.6333630686886652,-1.976215459951036,0.4744333157617345,0.4944375772558609,1.2007332722273163,0.18811605823922453,1.677963118943297,0.28372165156848134,1.518263969758125,53.571208578049635,0.959855787800393,0.8059048463979114,0.15395094140248167,3,2,1,0,0.0
2021-02-12,108.55,111.5,111.5,107.75,1470000.0,-2.55,-2.5496005027381305,-0.6333630686886652,-1.976215459951036,0.4744333157617345,2.5812879268182307,-0.8380616276720477,1.3932747462826873,0.18375744962016022,1.677018932952105,46.049266677772735,0.6784056912037784,0.7804050153590848,-0.10199932415530644,4,2,1,0,0.0
2021-02-15,112.24,111.98,113.49,110.15,4340000.0,3.4,3.39935513588208,-2.5496005027381305,-0.6333630686886652,-1.976215459951036,0.4944375772558609,-0.2570781159468038,2.3588819155984364,0.4993278615309242,1.9622030392475136,54.90832580403007,0.7445242116343138,0.7732288546141306,-0.028704642979816786,0,2,1,1,1.0
2021-02-16,113.89,113.0,115.45,112.01,7210000.0,1.47,1.470064148253747,3.39935513588208,-2.5496005027381305,-0.6333630686886652,0.4744333157617345,-0.05795194944840136,2.475224779797543,0.6912066704854944,1.9529896981396404,58.212612556944144,0.9194657964544177,0.8024762429821881,0.11698955347222961,1,2,1,1,1.0
2021-02-17,112.38,114.45,114.45,112.01,1320000.0,-1.33,-1.325840723505141,1.470064148253747,3.39935513588208,-2.5496005027381305,-1.976215459951036,0.07212299784077762,2.363797814439032,0.31352916213159976,1.9400158789279531,54.29165504413585,0.9255942085333828,0.8270998360924271,0.09849437244095571,2,2,1,0,0.0
2021-02-18,111.0,113.5,113.5,110.66,1080000.0,-1.23,-1.22797650827549,-1.325840723505141,1.470064148253747,3.39935513588208,-0.6333630686886652,-0.04679969007658735,2.4223952783049314,0.07065818408131912,1.9684229438695575,50.916305517229134,0.8097621187544064,0.823632292624823,-0.013870173870416558,3,2,1,0,0.0
2021-02-19,110.9,110.15,111.43,109.91,1030000.0,-0.09,-0.0900900900900849,-1.22797650827549,-1.325840723505141,1.470064148253747,-2.5496005027381305,0.4451023924530218,2.0000012121437147,-0.19647961760951244,1.7600868736508002,50.67046911418426,0.7018052151525893,0.7992668771303763,-0.09746166197778694,4,2,1,0,0.0
2021-02-22,108.6,111.4,111.49,108.25,1960000.0,-2.07,-2.073940486925168,-0.0900900900900849,-1.22797650827549,-1.325840723505141,3.39935513588208,-0.6495567321084279,1.3808144476598736,-0.4533174240276153,1.833908648602604,45.25798045818938,0.4257500318160936,0.7245635080675197,-0.29881347625142607,0,2,1,0,0.0
2021-02-23,109.65,110.5,110.9,109.4,1590000.0,0.97,0.9668508287292924,-2.073940486925168,-0.0900900900900849,-1.22797650827549,1.470064148253747,-0.7501993960133188,1.1933073946747363,-0.40407567273085954,1.8678834520216272,47.98935023715674,0.2883763123152363,0.637326068917063,-0.3489497566018267,1,2,1,1,0.0
2021-02-24,107.51,109.88,110.4,107.01,2310000.0,-1.95,-1.9516643866849068,0.9668508287292924,-2.073940486925168,-0.0900900900900849,-1.325840723505141,-0.8753641286492719,1.297088498055878,-0.40162056540424657,1.8656022070486593,43.25259434235464,0.006748739346605248,0.5112106030029715,-0.5044618636563662,2,2,1,0,0.0
2021-02-25,108.32,108.48,108.85,107.8,1510000.0,0.75,0.7534182866709962,-1.9516643866849068,0.9668508287292924,-2.073940486925168,-1.22797650827549,-0.4790851696599748,1.4554351485602226,-0.2629424298682805,1.8977278303780056,45.44745561066532,-0.14936116812850742,0.37909624877667575,-0.5284574169051832,3,2,1,1,0.0
2021-02-26,104.72,108.49,108.49,103.7,3600000.0,-3.32,-3.323485967503688,0.7534182866709962,-1.9516643866849068,0.9668508287292924,-0.0900900900900849,-1.1257643451426955,1.8921875457712551,-0.3403309763448362,2.0135808345665733,38.34826346371287,-0.5571468658012719,0.19184762586108625,-0.7489944916623582,4,2,1,0,0.0
2021-03-01,104.48,105.15,105.45,103.4,993860.0,-0.23,-0.2291825821237537,-3.323485967503688,0.7534182866709962,-1.9516643866849068,-2.073940486925168,-0.7568127641824125,1.8402234477064585,-0.7031847481454196,1.5348196834539924,37.922963787106326,-0.8894331318890352,-0.024408525688938032,-0.8650246062000971,0,3,1,0,0.0
2021-03-02,105.4,104.0,107.0,103.71,1630000.0,0.88,0.8805513016845345,-0.2291825821237537,-3.323485967503688,0.7534182866709962,0.9668508287292924,-0.774072669591364,1.8203121113523364,-0.7621360328023409,1.451110674876474,40.64065266006185,-1.0662450710530749,-0.23277583476176542,-0.8334692362913094,1,3,1,1,0.0
2021-03-03,106.22,105.99,106.7,104.05,849110.0,0.78,0.7779886148007525,0.8805513016845345,-0.2291825821237537,-3.323485967503688,-1.9516643866849068,-0.2281420692942321,1.787883917343465,-0.5517530989717515,1.51155221470538,43.03447319796037,-1.1272088972237384,-0.41166244725416,-0.7155464499695784,2,3,1,1,0.0
2021-03-04,104.28,103.5,106.0,103.5,1610000.0,-1.83,-1.826398041800036,0.7779886148007525,0.8805513016845345,-0.2291825821237537,0.7534182866709962,-0.7441053349884386,1.8059614178534098,-0.6115952523242061,1.5525871483085334,39.02474356268925,-1.3168847280158644,-0.5927069034065009,-0.7241778246093635,3,3,1,0,0.0
2021-03-05,107.1,106.4,108.4,104.25,1860000.0,2.7,2.7042577675489,-1.826398041800036,0.7779886148007525,0.8805513016845345,-3.323485967503688,0.46144341202207906,1.65961225166855,-0.3321604665603076,1.874887175807032,46.786382636490025,-1.225526649827188,-0.7192708526906384,-0.5062557971365496,4,3,1,1,0.0
2021-03-08,105.82,110.2,110.7,105.15,2400000.0,-1.2,-1.1951447245564903,2.7042577675489,-1.826398041800036,0.7779886148007525,-0.2291825821237537,0.2682509835355318,1.8095548293636827,-0.24428089032343983,1.8034082944698018,44.04575869065098,-1.2420919543821753,-0.8238350730289459,-0.41825688135322947,0,3,1,0,0.0
2021-03-09,104.46,105.55,106.89,103.75,2850000.0,-1.29,-1.2852012852012846,-1.1951447245564903,2.7042577675489,-1.826398041800036,0.8805513016845345,-0.16489953384163208,1.88402230215113,-0.46948610171649746,1.7757638307767236,41.27899112313473,-1.3494056037699096,-0.9289491791771387,-0.4204564245927709,1,3,1,0,0.0
2021-03-10,104.82,104.2,106.98,102.99,1880000.0,0.34,0.3446295232624923,-1.2852012852012846,-1.1951447245564903,2.7042577675489,0.7779886148007525,-0.25157135214928417,1.8392377441993977,-0.2398567107217576,1.7100574991817705,42.31199599443926,-1.389387458945265,-1.021036835130764,-0.3683506238145011,2,3,1,1,0.0
2021-03-11,100.31,104.82,104.82,99.51,2080000.0,-4.3,-4.302614004960876,0.3446295232624923,-1.2852012852012846,-1.1951447245564903,-1.826398041800036,-0.7468145447814523,2.561040818298816,-0.7454599398849449,2.0891711597509315,34.19598384163308,-1.764650878710043,-1.1697596438466198,-0.5948912348634232,3,3,1,0,0.0
2021-03-12,102.69,101.99,105.7,100.5,2100000.0,2.37,2.372644801116534,-4.302614004960876,0.3446295232624923,-1.2852012852012846,2.7042577675489,-0.8131371380679255,2.45126770089716,-0.17584686302292257,2.084692719591746,40.664153688113394,-1.8486931491387395,-1.3055463449050437,-0.5431468042336958,4,3,1,1,0.0
2021-03-15,102.78,103.51,104.39,101.0,1930000.0,0.09,0.0876424189307658,2.372644801116534,-4.302614004960876,0.3446295232624923,-1.1951447245564903,-0.5565797093704742,2.468360731787359,-0.14416436291747067,2.086199034680393,40.900724634235345,-1.8862910174331375,-1.4216952794106628,-0.4645957380224748,0,3,1,1,0.0
2021-03-16,101.99,103.0,103.5,101.7,1170000.0,-0.77,-0.7686320295777449,0.0876424189307658,2.372644801116534,-4.302614004960876,-1.2852012852012846,-0.4532658582457662,2.4408977260163587,-0.30908269604369865,2.061228727890362,39.41520854594599,-1.9572717858412005,-1.5288105806967702,-0.4284612051444303,1,3,1,0,0.0
2021-03-17,102.78,102.74,103.68,102.3,1360000.0,0.77,0.7745857437003689,-0.7686320295777449,0.0876424189307658,2.372644801116534,0.3446295232624923,-0.3672746141581909,2.4832406690531506,-0.309422983153737,2.061029594714679,41.69571605486827,-1.9275584643849442,-1.608560157434405,-0.3189983069505391,2,3,1,1,0.0
2021-03-18,101.84,102.89,103.44,101.5,1310000.0,-0.91,-0.9145748200038896,0.7745857437003689,-0.7686320295777449,0.0876424189307658,-4.302614004960876,0.3103332228332064,1.3400388401565877,-0.21824066097412237,2.0058924356592582,39.77710683674014,-1.9572980733364744,-1.678307740614819,-0.2789903327216554,3,3,1,0,0.0
2021-03-19,99.97,100.0,101.56,99.0,2680000.0,-1.84,-1.8362136684996115,-0.9145748200038896,0.7745857437003689,-0.7686320295777449,2.372644801116534,-0.5314384710900227,0.9993063794240046,-0.6722878045789736,1.770991300346271,36.207711868015565,-2.1074667347847225,-1.7641395394488,-0.3433271953359225,4,3,1,0,0.0
2021-03-22,107.31,100.01,107.46,99.5,9000000.0,7.34,7.342202660798243,-1.8362136684996115,-0.9145748200038896,0.7745857437003689,0.0876424189307658,0.9194735772834728,3.710784540519261,0.18144693395649975,3.071332314885715,53.75076286036903,-1.615576464013003,-1.7344269243616408,0.11885046034863778,0,3,1,1,1.0
2021-03-24,104.25,105.24,105.75,103.9,3590000.0,-2.85,-2.851551579535926,7.342202660798243,-1.8362136684996115,-0.9145748200038896,-0.7686320295777449,0.5028896672918365,4.049163711427209,0.02481190452303563,3.1920111625358905,47.84369804082082,-1.455883785043568,-1.6787182964980263,0.22283451145445832,2,3,1,0,0.0
2021-03-25,104.27,105.01,106.45,103.96,1560000.0,0.02,0.0191846522781736,-2.851551579535926,7.342202660798243,-1.8362136684996115,0.7745857437003689,0.3518094490073974,4.050584299504982,-0.007732582575396238,3.190046573607946,47.88401161788668,-1.3125817284715566,-1.6054909828927324,0.29290925442117577,3,3,1,1,0.0
2021-03-26,103.06,104.0,104.0,103.0,1640000.0,-1.16,-1.160448834755916,0.0191846522781736,-2.851551579535926,7.342202660798243,-0.9145748200038896,0.3026346460569921,4.071241759689865,0.3064839344450998,2.8574075742045633,45.58819598434025,-1.2818740576134644,-1.5407675978368789,0.2588935402234145,4,3,1,0,0.0
2021-03-29,101.25,103.0,103.0,100.5,1230000.0,-1.76,-1.7562584901998857,-1.160448834755916,0.0191846522781736,-2.851551579535926,-1.8362136684996115,0.3186256817169373,4.060884390471711,-0.10640639468654219,2.823789883406419,42.319567297827966,-1.387594554147853,-1.5101329890990738,0.12253843495122085,0,3,1,0,0.0
2021-03-30,101.43,101.9,102.0,100.5,909090.0,0.18,0.1777777777777845,-1.7562584901998857,-1.160448834755916,0.0191846522781736,7.342202660798243,-1.1142592948871546,1.2635798254544326,-0.09739285880184032,2.824621843208543,42.75910708611058,-1.4402519852884978,-1.4961567883369586,0.055904803048460794,1,3,1,1,0.0
2021-03-31,101.61,102.0,103.0,100.01,1290000.0,0.18,0.1774622892635242,0.1777777777777845,-1.7562584901998857,-1.160448834755916,-2.851551579535926,-0.5084565211272645,0.894694230780344,-0.002783426917713408,2.8154705723949434,43.2250270337041,-1.4507357050107998,-1.4870725716717268,0.03633686666092695,2,3,1,1,0.0
2021-04-01,100.98,101.35,102.95,100.5,473710.0,-0.62,-0.6200177147918466,0.1774622892635242,0.1777777777777845,-1.7562584901998857,0.0191846522781736,-0.6362969945412684,0.8447241894861514,-0.14224377276693495,2.807214007482495,41.93835165854364,-1.4926732551634814,-1.4881927083700777,-0.004480546793403706,3,4,2,0,0.0
2021-04-02,100.7,100.96,101.94,100.5,422250.0,-0.28,-0.2772826302238078,-0.6200177147918466,0.1774622892635242,0.1777777777777845,-1.160448834755916,-0.45966375363484674,0.7988109097953784,-0.07851455378892677,2.7949394838854147,41.34923224936908,-1.5308559710362175,-1.4967253609033058,-0.03413061013291174,4,4,2,0,0.0
2021-04-05,99.31,101.14,101.15,99.05,830820.0,-1.38,-1.3803376365441913,-0.2772826302238078,-0.6200177147918466,0.1774622892635242,-1.7562584901998857,-0.38447958290370793,0.6501181947486631,-0.032926950593384754,2.766659344016887,38.46086461608714,-1.6542087430614458,-1.5282220373349338,-0.12598670572651205,0,4,2,0,0.0
